idx,date,signal,entry,exit,return,equity,confidence
58,2020-03-25,1,8317.849609375,8641.4501953125,0.0379043564303893,1.2151273856694895,0.6224007
59,2020-03-26,1,8641.4501953125,8660.25,0.0011755381634552,1.216555814284804,0.49999356
60,2020-03-27,1,8660.25,8281.099609375,-0.0447805364308189,1.1620777923230987,0.7392242
61,2020-03-30,-1,8281.099609375,8597.75,-0.0392377227133605,1.1164805061365708,0.6021175
62,2020-03-31,-1,8597.75,8253.7998046875,0.0390046750966822,1.160028465530207,0.7668561
63,2020-04-01,1,8253.7998046875,8083.7998046875,-0.0215965741867707,1.1349758247156183,0.6070491
64,2020-04-03,1,8083.7998046875,8792.2001953125,0.0866321046711503,1.2333011691616071,0.9093521
65,2020-04-07,1,8792.2001953125,8748.75,-0.0059419024075071,1.2259730139753844,0.7910986
66,2020-04-08,-1,8748.75,9111.900390625,-0.0425088316188026,1.1738583335551087,0.5125182
67,2020-04-09,-1,9111.900390625,8993.849609375,0.0119556707370791,1.18789259728307,0.532058
68,2020-04-13,-1,8993.849609375,8925.2998046875,0.0066218535626885,1.1957586481104805,0.5469862
69,2020-04-15,-1,8925.2998046875,8992.7998046875,-0.0085627711647903,1.185519640438391,0.5596454
70,2020-04-16,-1,8992.7998046875,9266.75,-0.0314632818768748,1.1482193018207068,0.6291081
71,2020-04-17,-1,9266.75,9261.849609375,-0.0004711856233307,1.147678277393258,0.45123857
72,2020-04-20,-1,9261.849609375,8981.4501953125,0.0292746671440956,1.181276176952455,0.6444104
73,2020-04-21,-1,8981.4501953125,9187.2998046875,-0.0239194177887257,1.15302073855206,0.613049
74,2020-04-22,-1,9187.2998046875,9313.900390625,-0.0147799558770147,1.1359791429109778,0.41928726
76,2020-04-24,-1,9154.400390625,9282.2998046875,-0.0149713589754585,1.118971991373824,0.63823414
77,2020-04-27,-1,9282.2998046875,9380.900390625,-0.0116224306488901,1.105966817006031,0.3859471
80,2020-04-30,-1,9859.900390625,9293.5,0.056444839013135,1.1683929359458056,0.43554667
81,2020-05-04,-1,9293.5,9205.599609375,0.0084582655216011,1.1782755136315983,0.5772323
82,2020-05-05,-1,9205.599609375,9270.900390625,-0.0080935934671216,1.1687390306320005,0.44603
83,2020-05-06,-1,9270.900390625,9199.0498046875,0.0067501195040513,1.1766281587578156,0.6271789
84,2020-05-07,1,9199.0498046875,9251.5,0.0047016970693835,1.1821603079236014,0.63409865
85,2020-05-08,1,9251.5,9239.2001953125,-0.0023294930214019,1.179406473736115,0.52473706
86,2020-05-11,1,9239.2001953125,9196.5498046875,-0.0056162427183511,1.1727826407160182,0.6717022
87,2020-05-12,1,9196.5498046875,9383.5498046875,0.0193337125303976,1.1954568831522625,0.78080046
88,2020-05-13,1,9383.5498046875,9142.75,-0.0266619093732746,1.1635837200739991,0.6191258
89,2020-05-14,1,9142.75,9136.849609375,-0.0016453627874545,1.1616692027209017,0.5921093
90,2020-05-15,1,9136.849609375,8823.25,-0.0353225097032599,1.1206361310358142,0.8483911
91,2020-05-18,1,8823.25,8879.099609375,0.0053298228402232,1.1266089230825882,0.6238182
92,2020-05-19,1,8879.099609375,9066.5498046875,0.0201113968261579,1.1492666022025926,0.643997
93,2020-05-20,1,9066.5498046875,9106.25,0.0033787544510012,1.1531496918501718,0.501131
94,2020-05-21,1,9106.25,9039.25,-0.0083575840768702,1.143512146347317,0.6562377
95,2020-05-22,1,9039.25,9029.0498046875,-0.0021284338094974,1.1410782564334605,0.8152511
96,2020-05-26,-1,9029.0498046875,9314.9501953125,-0.0326645047717615,1.103805500281236,0.56810135
97,2020-05-27,1,9314.9501953125,9490.099609375,0.0178030435364688,1.123456597658537,0.36927348
101,2020-06-02,-1,9979.099609375,10061.5498046875,-0.0092622880359908,1.1130508190550892,0.622357
102,2020-06-03,-1,10061.5498046875,10029.099609375,0.0022251686810099,1.115527544878023,0.56705254
103,2020-06-04,-1,10029.099609375,10142.150390625,-0.0122722762414606,1.1018374826923216,0.36683348
104,2020-06-05,-1,10142.150390625,10167.4501953125,-0.0034945207587225,1.0979870887363146,0.48450786
105,2020-06-08,-1,10167.4501953125,10046.650390625,0.0108810323499978,1.1099343217687343,0.40173802
106,2020-06-09,-1,10046.650390625,10116.150390625,-0.0079177285262015,1.101146163127056,0.5117878
107,2020-06-10,1,10116.150390625,9902.0,-0.022169158460066,1.0767346793489987,0.38929808
108,2020-06-11,-1,9902.0,9972.900390625,-0.0081602091117955,1.0679482992075886,0.774499
109,2020-06-12,-1,9972.900390625,9813.7001953125,0.0149632793948444,1.0839283079878808,0.59788674
110,2020-06-15,-1,9813.7001953125,9914.0,-0.011220386061458,1.0717662139093138,0.46124747
111,2020-06-16,-1,9914.0,9881.150390625,0.0023134566648174,1.0742456986000086,0.59949213
112,2020-06-17,-1,9881.150390625,10091.650390625,-0.0223031875518985,1.0502865953073124,0.5264823
113,2020-06-18,1,10091.650390625,10244.400390625,0.0141362754442923,1.0651337359140247,0.41131854
114,2020-06-19,1,10244.400390625,10311.2001953125,0.0055206163504338,1.0710139306319102,0.3712596
115,2020-06-22,-1,10311.2001953125,10471.0,-0.0164976919912917,1.0533446726859623,0.45826787
116,2020-06-23,1,10471.0,10305.2998046875,-0.0168246772335498,1.0356224885523415,0.43951717
117,2020-06-24,1,10305.2998046875,10288.900390625,-0.0025913572989929,1.0329388206576304,0.59517443
118,2020-06-25,-1,10288.900390625,10383.0,-0.0101457401473865,1.02245889179509,0.42778605
120,2020-06-29,1,10312.400390625,10302.099609375,-0.0019988732845714,1.0204151260317085,0.654432
121,2020-06-30,1,10302.099609375,10430.0498046875,0.0114198173347173,1.032068080376573,0.51445574
122,2020-07-01,1,10430.0498046875,10551.7001953125,0.0106634525148985,1.043073489343811,0.45671248
124,2020-07-03,-1,10607.349609375,10763.650390625,-0.015735139974255,1.0266605819855514,0.40873235
125,2020-07-06,1,10763.650390625,10799.650390625,0.0023445902359812,1.0290676803617416,0.55558944
127,2020-07-08,-1,10705.75,10813.4501953125,-0.0110600327219017,1.0176861581438892,0.4415795
129,2020-07-10,-1,10768.0498046875,10802.7001953125,-0.0042178891492418,1.0133936707401203,0.71797466
130,2020-07-13,-1,10802.7001953125,10607.349609375,0.0170834960154005,1.0307059774762413,0.5815381
131,2020-07-14,-1,10607.349609375,10618.2001953125,-0.0020229309240368,1.028620930480815,0.46828204
132,2020-07-15,-1,10618.2001953125,10739.9501953125,-0.0124661616621004,1.015797975672421,0.40183294
133,2020-07-16,1,10739.9501953125,10901.7001953125,0.0140605912558697,1.0300806958068909,0.46266568
134,2020-07-17,1,10901.7001953125,11022.2001953125,0.0100533217609316,1.0404364284815617,0.4597127
135,2020-07-20,1,11022.2001953125,11162.25,0.0117061568657644,1.0526159405222224,0.45006096
136,2020-07-21,1,11162.25,11132.599609375,-0.0036563094918139,1.0487672508676564,0.6994369
137,2020-07-22,1,11132.599609375,11215.4501953125,0.0064421598588464,1.0555235771524687,0.6937729
138,2020-07-23,1,11215.4501953125,11194.150390625,-0.0028991484351116,1.0524634576255436,0.46309206
139,2020-07-24,1,11194.150390625,11131.7998046875,-0.0065699256988469,1.0455488509081925,0.47946158
140,2020-07-27,1,11131.7998046875,11300.5498046875,0.0141592736988443,1.0603530632537137,0.7545699
141,2020-07-28,1,11300.5498046875,11202.849609375,-0.0096456143286031,1.050125306553415,0.75022703
142,2020-07-29,1,11202.849609375,11102.150390625,-0.0099887146807479,1.03963590448722,0.6959697
143,2020-07-30,-1,11102.150390625,11073.4501953125,0.0015851023723057,1.041283833825757,0.5056643
144,2020-07-31,-1,11073.4501953125,10891.599609375,0.015422215545294,1.057342737554848,0.54443413
145,2020-08-03,-1,10891.599609375,11095.25,-0.0196979321613793,1.0365152720391655,0.4435336
146,2020-08-04,1,11095.25,11101.650390625,-0.0004231413780671,1.0360766795385672,0.48529974
147,2020-08-05,-1,11101.650390625,11200.150390625,-0.0098725546683743,1.0258479558791949,0.5006112
148,2020-08-06,1,11200.150390625,11214.0498046875,0.0002410024488719,1.026095187748732,0.6042223
152,2020-08-12,-1,11308.400390625,11300.4501953125,-0.0002969655266989,1.025790472850859,0.47177193
153,2020-08-13,-1,11300.4501953125,11178.400390625,0.0098004373788689,1.035843668143874,0.4465243
154,2020-08-14,-1,11178.400390625,11247.099609375,-0.0071457110453492,1.0284418286031634,0.5096788
155,2020-08-17,-1,11247.099609375,11385.349609375,-0.0132920579350752,1.0147717202345157,0.45005482
156,2020-08-18,1,11385.349609375,11408.400390625,0.0010246002135076,1.0158114555557294,0.464817
157,2020-08-19,-1,11408.400390625,11312.2001953125,0.007432399987605,1.023361372605411,0.3675697
158,2020-08-20,-1,11312.2001953125,11371.599609375,-0.0062509160938571,1.01696442653156,0.52653056
160,2020-08-24,1,11466.4501953125,11472.25,-0.0004941935308042,1.01646184929091,0.43698332
161,2020-08-25,-1,11472.25,11549.599609375,-0.007742322506483,1.0085920738381635,0.38102728
165,2020-08-31,-1,11387.5,11470.25,-0.0082667398463227,1.0002543055526805,0.4153522
166,2020-09-01,1,11470.25,11535.0,0.0046450382511279,1.004900525062828,0.73725694
167,2020-09-02,1,11535.0,11527.4501953125,-0.001654512760078,1.0032379043215025,0.50087166
168,2020-09-03,-1,11527.4501953125,11333.849609375,0.0157947449485598,1.0190837911429882,0.44614783
170,2020-09-07,-1,11355.0498046875,11317.349609375,0.0023201259317186,1.0214481938734132,0.50296134
171,2020-09-08,1,11317.349609375,11278.0,-0.0044769279675166,1.016875243886892,0.5179753
172,2020-09-09,1,11278.0,11449.25,0.0141844298634509,1.0312990394636852,0.5276429
173,2020-09-10,1,11449.25,11464.4501953125,0.0003276149365678,1.0316369084330816,0.72208005
174,2020-09-11,-1,11464.4501953125,11440.0498046875,0.0011283524468514,1.0328009584629745,0.53007907
175,2020-09-14,1,11440.0498046875,11521.7998046875,0.0061459479106903,1.039148499355799,0.43868026
177,2020-09-16,1,11604.5498046875,11516.099609375,-0.0086220272911209,1.030188932634826,0.46388188
178,2020-09-17,-1,11516.099609375,11504.9501953125,-3.184112323728855e-05,1.030156130262064,0.52232206
179,2020-09-18,-1,11504.9501953125,11250.5498046875,0.0211122548386738,1.0519050490077788,0.6380406
180,2020-09-21,1,11250.5498046875,11153.650390625,-0.0096128603263573,1.041793232695077,0.49037564
181,2020-09-22,1,11153.650390625,11131.849609375,-0.0029545871070447,1.0387151638415495,0.5277283
182,2020-09-23,1,11131.849609375,10805.5498046875,-0.0303122720965164,1.0072293471644067,0.5372553
183,2020-09-24,1,10805.5498046875,11050.25,0.0216457884823544,1.0290316205663474,0.5028665
185,2020-09-28,1,11227.5498046875,11222.400390625,-0.0014586409458945,1.0275306329099692,0.37765142
186,2020-09-29,-1,11222.400390625,11247.5498046875,-0.0032410013176422,1.02420040477479,0.6126508
187,2020-09-30,-1,11247.5498046875,11416.9501953125,-0.0160610927327835,1.0077506270967478,0.45082277
191,2020-10-07,-1,11738.849609375,11834.599609375,-0.0091566766068398,0.9985229805040828,0.42954156
192,2020-10-08,1,11834.599609375,11914.2001953125,0.0057260903253915,1.0042406132824284,0.51923954
194,2020-10-12,-1,11930.9501953125,11934.5,-0.0012975290843888,1.00293758187897,0.4206918
195,2020-10-13,-1,11934.5,11971.0498046875,-0.0040625333853533,0.998863114469161,0.45805398
196,2020-10-14,-1,11971.0498046875,11680.349609375,0.0232836008583533,1.0221202445385926,0.58893436
197,2020-10-15,-1,11680.349609375,11762.4501953125,-0.0080289493622351,1.0139136928530768,0.6447048
198,2020-10-16,-1,11762.4501953125,11873.0498046875,-0.0104027696218493,1.0033661822898878,0.6162142
199,2020-10-19,1,11873.0498046875,11896.7998046875,0.0010003285078972,1.0043698780858925,0.52765685
200,2020-10-20,1,11896.7998046875,11937.650390625,0.002433745764252,1.0068142590224265,0.5014591
201,2020-10-21,-1,11937.650390625,11896.4501953125,0.0024512817819539,1.0092822444733796,0.44170672
202,2020-10-22,-1,11896.4501953125,11930.349609375,-0.0038495402835256,1.005396971815832,0.44896364
203,2020-10-23,-1,11930.349609375,11767.75,0.0126290733045431,1.0180942038730598,0.7339709
205,2020-10-27,1,11889.400390625,11729.599609375,-0.0144406089457636,1.0033923036049806,0.47215852
207,2020-10-29,1,11670.7998046875,11642.400390625,-0.0034333734223676,0.999947283137575,0.46886557
209,2020-11-02,1,11669.150390625,11813.5,0.011370190163199,1.0113168739000236,0.5206155
210,2020-11-03,1,11813.5,11908.5,0.0070416472679561,1.0184382106021597,0.55965275
217,2020-11-12,-1,12690.7998046875,12719.9501953125,-0.0032969703307614,1.0150804500380906,0.38885728
218,2020-11-13,-1,12719.9501953125,12874.2001953125,-0.0131266198083734,1.001755874895528,0.45964834
224,2020-11-24,-1,13055.150390625,12858.400390625,0.0140706804680923,1.0158512617182172,0.4806507
226,2020-11-26,-1,12987.0,12968.9501953125,0.0003898363507738,1.0162472774670146,0.453701
227,2020-11-27,-1,12968.9501953125,13109.0498046875,-0.0118026946873184,1.004252821124253,0.7557889
228,2020-12-01,-1,13109.0498046875,13113.75,-0.0013585458429503,1.0028884976288437,0.50641483
229,2020-12-02,-1,13113.75,13133.900390625,-0.0025365849299399,1.000344585779348,0.78146964
235,2020-12-10,1,13478.2998046875,13513.849609375,0.0016375585350265,1.0019827085937587,0.57191646
237,2020-12-14,-1,13558.150390625,13567.849609375,-0.0017153791977928,1.0002639282988888,0.6986331
238,2020-12-15,-1,13567.849609375,13682.7001953125,-0.0094649070592691,0.9907965231828004,0.8146119
239,2020-12-16,-1,13682.7001953125,13740.7001953125,-0.0052389293905504,0.985605810157443,0.42750737
241,2020-12-18,-1,13760.5498046875,13328.400390625,0.0304049525779332,1.0155731080758157,0.5897435
242,2020-12-21,-1,13328.400390625,13466.2998046875,-0.011346283876608,1.004050127294138,0.5539422
247,2020-12-29,-1,13932.599609375,13981.9501953125,-0.0045420946069743,0.9994896366258236,0.65658826
249,2020-12-31,1,13981.75,14018.5,0.0016284263414808,1.001117231878142,0.40584287
250,2021-01-01,-1,14018.5,14132.900390625,-0.0091606727271106,0.9919463245554356,0.3649071
253,2021-01-06,-1,14146.25,14137.349609375,-0.0003708303879119,0.9915784807151128,0.43284607
254,2021-01-07,-1,14137.349609375,14347.25,-0.0158472235903261,0.9758647148238644,0.70166135
259,2021-01-14,-1,14595.599609375,14433.7001953125,0.0100923441582015,0.985713477377712,0.4348363
261,2021-01-18,-1,14281.2998046875,14521.150390625,-0.0177947308170629,0.9681729713850248,0.48039073
262,2021-01-19,-1,14521.150390625,14644.7001953125,-0.009508265623863,0.958967325603251,0.4925747
263,2021-01-20,1,14644.7001953125,14590.349609375,-0.0047112802046228,0.9544493618252564,0.3499829
264,2021-01-21,-1,14590.349609375,14371.900390625,0.0139721716475961,0.9677850921376174,0.3850961
270,2021-02-01,1,14281.2001953125,14647.849609375,0.0246735714819574,0.9916638067876478,0.58043367
271,2021-02-02,-1,14647.849609375,14789.9501953125,-0.0107011226717232,0.9810518907421052,0.44603857
272,2021-02-03,-1,14789.9501953125,14895.650390625,-0.0081467580293813,0.9730594983739622,0.6096394
273,2021-02-04,-1,14895.650390625,14924.25,-0.0029199973566108,0.9702181672108852,0.5029532
274,2021-02-05,-1,14924.25,15115.7998046875,-0.0138348027329681,0.9567953902595808,0.5882587
275,2021-02-08,-1,15115.7998046875,15109.2998046875,-0.0005699863663195,0.9562500299317752,0.5410654
276,2021-02-09,-1,15109.2998046875,15106.5,-0.0008146965958917,0.9554709762875684,0.4591059
277,2021-02-10,-1,15106.5,15173.2998046875,-0.0054219246475027,0.9502904846512612,0.40353972
279,2021-02-12,-1,15163.2998046875,15314.7001953125,-0.0109846598415337,0.939851866926721,0.7747852
280,2021-02-15,-1,15314.7001953125,15313.4501953125,-0.0009183790747413,0.9389887266387787,0.4573649
281,2021-02-16,-1,15313.4501953125,15208.900390625,0.0058273186874309,0.944460513192808,0.7828853
282,2021-02-17,-1,15208.900390625,15118.9501953125,0.0049143128695843,0.9491018876476056,0.57414454
283,2021-02-18,-1,15118.9501953125,14981.75,0.0080747170630297,0.9567656168543476,0.4650006
284,2021-02-19,-1,14981.75,14675.7001953125,0.0194281745915864,0.9753538263018208,0.49741545
286,2021-02-23,-1,14707.7998046875,14982.0,-0.0196431824578622,0.9561947731308,0.7036718
287,2021-02-24,-1,14982.0,15097.349609375,-0.00869921301395,0.9478766311165094,0.6364902
288,2021-02-25,1,15097.349609375,14529.150390625,-0.038635693247586,0.9112547603601368,0.5211982
295,2021-03-08,-1,14956.2001953125,15098.400390625,-0.0105077756017914,0.9016794998222084,0.47080767
299,2021-03-15,-1,14929.5,14910.4501953125,0.0002759841044576,0.9019283490314748,0.40067852
300,2021-03-16,-1,14910.4501953125,14721.2998046875,0.0116857598628688,0.9124680671317702,0.7117283
304,2021-03-22,-1,14736.400390625,14814.75,-0.0063167399974314,0.90670424359574,0.5995159
308,2021-03-26,-1,14507.2998046875,14845.099609375,-0.0242848158675505,0.8846850979936908,0.54267573
309,2021-03-30,1,14845.099609375,14690.7001953125,-0.0114006990943323,0.8745990693982247,0.43431953
311,2021-04-01,-1,14867.349609375,14637.7998046875,0.014439860548026,0.8872281579957685,0.3777636
313,2021-04-06,-1,14683.5,14819.0498046875,-0.0102314369658119,0.8781505390229413,0.55770487
314,2021-04-07,1,14819.0498046875,14873.7998046875,0.0026945688638337,0.8805167761231514,0.43948737
315,2021-04-08,-1,14873.7998046875,14834.849609375,0.0016187118170183,0.8819420790337448,0.5257836
316,2021-04-09,1,14834.849609375,14310.7998046875,-0.0363255893040076,0.8499050132808423,0.4960416
322,2021-04-20,-1,14296.400390625,14406.150390625,-0.0086767575754222,0.8425305935184684,0.40881646
325,2021-04-26,-1,14485.0,14653.0498046875,-0.0126016434026579,0.831913323423119,0.47632164
330,2021-05-03,-1,14634.150390625,14496.5,0.0084061074234403,0.8389064761868049,0.5834648
338,2021-05-14,-1,14677.7998046875,14923.150390625,-0.0177157604819725,0.8240446099879039,0.63800013
341,2021-05-19,-1,15030.150390625,14906.0498046875,0.0072567760609306,0.8300245171868029,0.4656928
342,2021-05-20,-1,14906.0498046875,15175.2998046875,-0.0190631356749746,0.8142016472021156,0.47914243
345,2021-05-25,-1,15208.4501953125,15301.4501953125,-0.0071150215048647,0.8084085849729763,0.77471685
350,2021-06-01,-1,15574.849609375,15576.2001953125,-0.0010867158252807,0.8075300745703934,0.48150346
351,2021-06-02,-1,15576.2001953125,15690.349609375,-0.0083284506253875,0.8008046002158183,0.4622685
353,2021-06-04,-1,15670.25,15751.650390625,-0.0061945814919991,0.7958439508606137,0.82041144
354,2021-06-07,-1,15751.650390625,15740.099609375,-0.0002666939042225,0.7956317041302067,0.5391215
355,2021-06-08,-1,15740.099609375,15635.349609375,0.0056549769442125,0.8001309830731477,0.8615896
356,2021-06-09,-1,15635.349609375,15737.75,-0.0075492869160789,0.7940905647114842,0.64272416
357,2021-06-10,-1,15737.75,15799.349609375,-0.0049141306333497,0.7901882999417815,0.508053
358,2021-06-11,-1,15799.349609375,15811.849609375,-0.0017911718082738,0.7887729369356979,0.6630313
359,2021-06-14,-1,15811.849609375,15869.25,-0.0046302135450976,0.7851207497990919,0.83266056
360,2021-06-15,-1,15869.25,15767.5498046875,0.0054086327528081,0.7893671796013644,0.685399
361,2021-06-16,-1,15767.5498046875,15691.400390625,0.0038295020472909,0.7923900628317121,0.45829332
362,2021-06-17,-1,15691.400390625,15683.349609375,-0.000486930353596,0.7920042240582313,0.43330035
363,2021-06-18,-1,15683.349609375,15746.5,-0.0050265882096545,0.7880231449635836,0.55217403
366,2021-06-23,1,15686.9501953125,15790.4501953125,0.0055978407983297,0.7924343730744888,0.39002696
368,2021-06-25,-1,15860.349609375,15814.7001953125,0.0018782098242977,0.7939227310991086,0.4530559
369,2021-06-28,-1,15814.7001953125,15748.4501953125,0.0031891404314851,0.7964546621803319,0.4830615
370,2021-06-29,-1,15748.4501953125,15721.5,0.0007112919035373,0.7970211739330755,0.40231442
371,2021-06-30,-1,15721.5,15680.0,0.001639697229908,0.7983280473441515,0.47708312
372,2021-07-01,1,15680.0,15722.2001953125,0.0016913389867665,0.7996782906948539,0.4020994
373,2021-07-02,1,15722.2001953125,15834.349609375,0.006133188273225,0.8045828682096963,0.5730228
374,2021-07-05,1,15834.349609375,15818.25,-0.0020167521731027,0.8029602239617931,0.44587582
375,2021-07-06,-1,15818.25,15879.650390625,-0.0048816171589777,0.7990404795545246,0.40850946
377,2021-07-08,-1,15727.900390625,15689.7998046875,0.0014224839292732,0.8001771017955298,0.4281519
378,2021-07-09,-1,15689.7998046875,15692.599609375,-0.0011784474449867,0.799234135134382,0.42833585
379,2021-07-12,1,15692.599609375,15812.349609375,0.0066309854951285,0.8045338450916697,0.40423536
380,2021-07-13,1,15812.349609375,15853.9501953125,0.0016308921169334,0.8058459529974359,0.43550113
381,2021-07-14,1,15853.9501953125,15924.2001953125,0.0034310723280038,0.8086108687473992,0.55150586
382,2021-07-15,1,15924.2001953125,15923.400390625,-0.0010502257367836,0.8077616448019976,0.5437498
383,2021-07-16,1,15923.400390625,15752.400390625,-0.0117389122803617,0.7982794017102263,0.53576154
385,2021-07-20,-1,15632.099609375,15824.0498046875,-0.0132792331234495,0.7876788634372683,0.53953236
386,2021-07-22,-1,15824.0498046875,15856.0498046875,-0.0030222383267853,0.7852983101869895,0.4429149
387,2021-07-23,-1,15856.0498046875,15824.4501953125,0.0009929055322251,0.7860780372236214,0.3917076
388,2021-07-26,1,15824.4501953125,15746.4501953125,-0.0059290812026508,0.781417316709302,0.4939019
389,2021-07-27,1,15746.4501953125,15709.400390625,-0.0033528988583426,0.7787973034802183,0.51043934
390,2021-07-28,-1,15709.400390625,15778.4501953125,-0.0053954449546468,0.7745953454984633,0.4145188
391,2021-07-29,1,15778.4501953125,15763.0498046875,-0.0019760394990868,0.7730647144999495,0.4271068
392,2021-07-30,-1,15763.0498046875,15885.150390625,-0.0087460001364197,0.7663034904014717,0.4094224
393,2021-08-02,1,15885.150390625,16130.75,0.0144609558824162,0.777384971368709,0.42820653
399,2021-08-10,-1,16280.099609375,16282.25,-0.0011320870680521,0.7765049038957244,0.5225553
400,2021-08-11,-1,16282.25,16364.400390625,-0.0060453954843464,0.7718106246561403,0.6602348
401,2021-08-12,-1,16364.400390625,16529.099609375,-0.0110644823408473,0.763270939629154,0.4739444
403,2021-08-16,-1,16563.05078125,16614.599609375,-0.0041122785775284,0.7601321568952671,0.49780288
404,2021-08-17,-1,16614.599609375,16568.849609375,0.0017536023181795,0.7614651264077215,0.45409876
405,2021-08-18,-1,16568.849609375,16450.5,0.0061428984006249,0.766142729314863,0.48195943
406,2021-08-20,-1,16450.5,16496.44921875,-0.0037931806783988,0.7632366115171302,0.60794425
407,2021-08-23,-1,16496.44921875,16624.599609375,-0.0087683620836017,0.7565442765518867,0.6602948
408,2021-08-24,-1,16624.599609375,16634.650390625,-0.0016045728309951,0.7553303461602867,0.49137998
409,2021-08-25,-1,16634.650390625,16636.900390625,-0.0011352598309651,0.754472849959182,0.8025365
410,2021-08-26,-1,16636.900390625,16705.19921875,-0.0051052615884799,0.7506210686987344,0.77566296
414,2021-09-01,1,17076.25,17234.150390625,0.0082467837273991,0.756811278313522,0.4862941
